"resourceGroupName","nsgName","ruleName","priority","access","direction","protocol","sourceAddress","sourcePort","sourceASG","destinationAddress","destinationPort","destinationASG"
"D-NW-RG","D-BDT3-NSG","AllowCloudKRCOutbound","204","Allow","Outbound","*","VirtualNetwork","*","-","AzureCloud.KoreaCentral","*","-"
"D-NW-RG","D-BDT3-NSG","Allow_HDInsight_HealthCheck_from_Azure","110","Allow","Inbound","*","168.61.49.99","*","-","*","443","-"
"D-NW-RG","D-BDT3-NSG","Allow_HDInsight_HealthCheck_from_Azure","110","Allow","Inbound","*","23.99.5.239","*","-","*","443","-"
"D-NW-RG","D-BDT3-NSG","Allow_HDInsight_HealthCheck_from_Azure","110","Allow","Inbound","*","168.61.48.131","*","-","*","443","-"
"D-NW-RG","D-BDT3-NSG","Allow_HDInsight_HealthCheck_from_Azure","110","Allow","Inbound","*","138.91.141.162","*","-","*","443","-"
"D-NW-RG","D-BDT3-NSG","Allow_HDInsight_Region_KoreaCenteral_from_Azure","120","Allow","Inbound","*","52.231.39.142","*","-","*","443","-"
"D-NW-RG","D-BDT3-NSG","Allow_HDInsight_Region_KoreaCenteral_from_Azure","120","Allow","Inbound","*","52.231.36.209","*","-","*","443","-"
"D-NW-RG","D-BDT3-NSG","Allow_HDInsight_Web_from_Ferrum","200","Allow","Inbound","TCP","58.120.240.180","*","-","*","443","-"
"D-NW-RG","D-BDT3-NSG","Allow_HDInsight_From_AzureProvidedDNS","210","Allow","Inbound","*","168.63.129.16","*","-","VirtualNetwork","53","-"
"D-NW-RG","D-CHT1-NSG","Allow_SSH_from_Office","100","Allow","Inbound","TCP","58.120.240.180","*","-","*","22","-"
"D-NW-RG","D-CHT1-NSG","Allow_SSH_from_Office","100","Allow","Inbound","TCP","58.120.240.180","*","-","*","2022","-"
"D-NW-RG","D-CHT1-NSG","Allow_SSH_from_Office","100","Allow","Inbound","TCP","58.120.240.250","*","-","*","22","-"
"D-NW-RG","D-CHT1-NSG","Allow_SSH_from_Office","100","Allow","Inbound","TCP","58.120.240.250","*","-","*","2022","-"
"D-NW-RG","D-CHT1-NSG","DenyInternetOutbound","300","Deny","Outbound","*","VirtualNetwork","*","-","Internet","*","-"
"D-NW-RG","D-CHT1-NSG","AllowMonitorOutbound","200","Allow","Outbound","*","VirtualNetwork","*","-","AzureMonitor","*","-"
"D-NW-RG","D-CHT1-NSG","AllowStorageOutbound","202","Allow","Outbound","*","VirtualNetwork","*","-","Storage.KoreaCentral","*","-"
"D-NW-RG","D-CHT1-NSG","AllowCloudKRCOutbound","204","Allow","Outbound","*","VirtualNetwork","*","-","AzureCloud.KoreaCentral","*","-"
"D-NW-RG","D-CHT1-NSG","Allow_WebToB_from_Ferrum","200","Allow","Inbound","TCP","58.120.240.180","*","-","*","80","-"
"D-NW-RG","D-CHT1-NSG","Allow_WebToB_from_Ferrum","200","Allow","Inbound","TCP","58.120.240.180","*","-","*","7070-7072","-"
"D-NW-RG","D-CHT1-NSG","Allow_WebToB_from_Ferrum","200","Allow","Inbound","TCP","58.120.240.180","*","-","*","9900","-"
"D-NW-RG","D-CHT1-NSG","Allow_WebToB_from_Ferrum","200","Allow","Inbound","TCP","58.120.240.250","*","-","*","80","-"
"D-NW-RG","D-CHT1-NSG","Allow_WebToB_from_Ferrum","200","Allow","Inbound","TCP","58.120.240.250","*","-","*","7070-7072","-"
"D-NW-RG","D-CHT1-NSG","Allow_WebToB_from_Ferrum","200","Allow","Inbound","TCP","58.120.240.250","*","-","*","9900","-"
"D-NW-RG","D-CHT1-NSG","Allow_JEUS_from_Ferrum","210","Allow","Inbound","TCP","58.120.240.180","*","-","*","8081-8082","-"
"D-NW-RG","D-CHT1-NSG","Allow_JEUS_from_Ferrum","210","Allow","Inbound","TCP","58.120.240.180","*","-","*","9900","-"
"D-NW-RG","D-CHT1-NSG","Allow_JEUS_from_Ferrum","210","Allow","Inbound","TCP","58.120.240.180","*","-","*","10000","-"
"D-NW-RG","D-CHT1-NSG","Allow_JEUS_from_Ferrum","210","Allow","Inbound","TCP","58.120.240.180","*","-","*","10011","-"
"D-NW-RG","D-CHT1-NSG","Allow_JEUS_from_Ferrum","210","Allow","Inbound","TCP","58.120.240.180","*","-","*","10021","-"
"D-NW-RG","D-CHT1-NSG","Allow_JEUS_from_Ferrum","210","Allow","Inbound","TCP","58.120.240.180","*","-","*","10041","-"
"D-NW-RG","D-CHT1-NSG","Allow_JEUS_from_Ferrum","210","Allow","Inbound","TCP","58.120.240.180","*","-","*","11001","-"
"D-NW-RG","D-CHT1-NSG","Allow_JEUS_from_Ferrum","210","Allow","Inbound","TCP","58.120.240.180","*","-","*","11011","-"
"D-NW-RG","D-CHT1-NSG","Allow_JEUS_from_Ferrum","210","Allow","Inbound","TCP","58.120.240.180","*","-","*","11021","-"
"D-NW-RG","D-CHT1-NSG","Allow_JEUS_from_Ferrum","210","Allow","Inbound","TCP","58.120.240.250","*","-","*","8081-8082","-"
"D-NW-RG","D-CHT1-NSG","Allow_JEUS_from_Ferrum","210","Allow","Inbound","TCP","58.120.240.250","*","-","*","9900","-"
"D-NW-RG","D-CHT1-NSG","Allow_JEUS_from_Ferrum","210","Allow","Inbound","TCP","58.120.240.250","*","-","*","10000","-"
"D-NW-RG","D-CHT1-NSG","Allow_JEUS_from_Ferrum","210","Allow","Inbound","TCP","58.120.240.250","*","-","*","10011","-"
"D-NW-RG","D-CHT1-NSG","Allow_JEUS_from_Ferrum","210","Allow","Inbound","TCP","58.120.240.250","*","-","*","10021","-"
"D-NW-RG","D-CHT1-NSG","Allow_JEUS_from_Ferrum","210","Allow","Inbound","TCP","58.120.240.250","*","-","*","10041","-"
"D-NW-RG","D-CHT1-NSG","Allow_JEUS_from_Ferrum","210","Allow","Inbound","TCP","58.120.240.250","*","-","*","11001","-"
"D-NW-RG","D-CHT1-NSG","Allow_JEUS_from_Ferrum","210","Allow","Inbound","TCP","58.120.240.250","*","-","*","11011","-"
"D-NW-RG","D-CHT1-NSG","Allow_JEUS_from_Ferrum","210","Allow","Inbound","TCP","58.120.240.250","*","-","*","11021","-"
"D-NW-RG","D-CHT1-NSG","Allow_HTTP_from_Ferrum","220","Allow","Inbound","TCP","58.120.240.180","*","-","*","80","-"
"D-NW-RG","D-CHT1-NSG","Allow_HTTP_from_Ferrum","220","Allow","Inbound","TCP","58.120.240.250","*","-","*","80","-"
"D-NW-RG","D-CHT2-NSG","Allow_SSH_from_Office","100","Allow","Inbound","TCP","58.120.240.180","*","-","*","22","-"
"D-NW-RG","D-CHT2-NSG","Allow_SSH_from_Office","100","Allow","Inbound","TCP","58.120.240.180","*","-","*","2022","-"
"D-NW-RG","D-CHT2-NSG","Allow_SSH_from_Office","100","Allow","Inbound","TCP","58.120.240.250","*","-","*","22","-"
"D-NW-RG","D-CHT2-NSG","Allow_SSH_from_Office","100","Allow","Inbound","TCP","58.120.240.250","*","-","*","2022","-"
"D-NW-RG","D-CHT2-NSG","DenyInternetOutbound","4000","Deny","Outbound","*","VirtualNetwork","*","-","Internet","*","-"
"D-NW-RG","D-CHT2-NSG","AllowMonitorOutbound","200","Allow","Outbound","*","VirtualNetwork","*","-","AzureMonitor","*","-"
"D-NW-RG","D-CHT2-NSG","AllowStorageOutbound","202","Allow","Outbound","*","VirtualNetwork","*","-","Storage.KoreaCentral","*","-"
"D-NW-RG","D-CHT2-NSG","AllowCloudKRCOutbound","204","Allow","Outbound","*","VirtualNetwork","*","-","AzureCloud.KoreaCentral","*","-"
"D-NW-RG","D-CHT2-NSG","Allow_WebToB_from_Ferrum","200","Allow","Inbound","TCP","58.120.240.180","*","-","*","80","-"
"D-NW-RG","D-CHT2-NSG","Allow_WebToB_from_Ferrum","200","Allow","Inbound","TCP","58.120.240.180","*","-","*","7070-7072","-"
"D-NW-RG","D-CHT2-NSG","Allow_WebToB_from_Ferrum","200","Allow","Inbound","TCP","58.120.240.180","*","-","*","9900","-"
"D-NW-RG","D-CHT2-NSG","Allow_WebToB_from_Ferrum","200","Allow","Inbound","TCP","58.120.240.180","*","-","*","8080-8094","-"
"D-NW-RG","D-CHT2-NSG","Allow_WebToB_from_Ferrum","200","Allow","Inbound","TCP","58.120.240.250","*","-","*","80","-"
"D-NW-RG","D-CHT2-NSG","Allow_WebToB_from_Ferrum","200","Allow","Inbound","TCP","58.120.240.250","*","-","*","7070-7072","-"
"D-NW-RG","D-CHT2-NSG","Allow_WebToB_from_Ferrum","200","Allow","Inbound","TCP","58.120.240.250","*","-","*","9900","-"
"D-NW-RG","D-CHT2-NSG","Allow_WebToB_from_Ferrum","200","Allow","Inbound","TCP","58.120.240.250","*","-","*","8080-8094","-"
"D-NW-RG","D-CHT2-NSG","Allow_JEUS_from_Ferrum","210","Allow","Inbound","TCP","58.120.240.180","*","-","*","8081-8082","-"
"D-NW-RG","D-CHT2-NSG","Allow_JEUS_from_Ferrum","210","Allow","Inbound","TCP","58.120.240.180","*","-","*","9900","-"
"D-NW-RG","D-CHT2-NSG","Allow_JEUS_from_Ferrum","210","Allow","Inbound","TCP","58.120.240.180","*","-","*","10000","-"
"D-NW-RG","D-CHT2-NSG","Allow_JEUS_from_Ferrum","210","Allow","Inbound","TCP","58.120.240.180","*","-","*","20000","-"
"D-NW-RG","D-CHT2-NSG","Allow_JEUS_from_Ferrum","210","Allow","Inbound","TCP","58.120.240.180","*","-","*","11001","-"
"D-NW-RG","D-CHT2-NSG","Allow_JEUS_from_Ferrum","210","Allow","Inbound","TCP","58.120.240.180","*","-","*","11011","-"
"D-NW-RG","D-CHT2-NSG","Allow_JEUS_from_Ferrum","210","Allow","Inbound","TCP","58.120.240.180","*","-","*","11021","-"
"D-NW-RG","D-CHT2-NSG","Allow_JEUS_from_Ferrum","210","Allow","Inbound","TCP","58.120.240.250","*","-","*","8081-8082","-"
"D-NW-RG","D-CHT2-NSG","Allow_JEUS_from_Ferrum","210","Allow","Inbound","TCP","58.120.240.250","*","-","*","9900","-"
"D-NW-RG","D-CHT2-NSG","Allow_JEUS_from_Ferrum","210","Allow","Inbound","TCP","58.120.240.250","*","-","*","10000","-"
"D-NW-RG","D-CHT2-NSG","Allow_JEUS_from_Ferrum","210","Allow","Inbound","TCP","58.120.240.250","*","-","*","20000","-"
"D-NW-RG","D-CHT2-NSG","Allow_JEUS_from_Ferrum","210","Allow","Inbound","TCP","58.120.240.250","*","-","*","11001","-"
"D-NW-RG","D-CHT2-NSG","Allow_JEUS_from_Ferrum","210","Allow","Inbound","TCP","58.120.240.250","*","-","*","11011","-"
"D-NW-RG","D-CHT2-NSG","Allow_JEUS_from_Ferrum","210","Allow","Inbound","TCP","58.120.240.250","*","-","*","11021","-"
"D-NW-RG","D-CHT2-NSG","Allow_OpenAPI_from_Ferrum","220","Allow","Inbound","TCP","58.120.240.180","*","-","*","5555","-"
"D-NW-RG","D-CHT2-NSG","Allow_OpenAPI_from_Ferrum","220","Allow","Inbound","TCP","58.120.240.180","*","-","*","9072","-"
"D-NW-RG","D-CHT2-NSG","Allow_OpenAPI_from_Ferrum","220","Allow","Inbound","TCP","58.120.240.180","*","-","*","18101","-"
"D-NW-RG","D-CHT2-NSG","Allow_OpenAPI_from_Ferrum","220","Allow","Inbound","TCP","58.120.240.250","*","-","*","5555","-"
"D-NW-RG","D-CHT2-NSG","Allow_OpenAPI_from_Ferrum","220","Allow","Inbound","TCP","58.120.240.250","*","-","*","9072","-"
"D-NW-RG","D-CHT2-NSG","Allow_OpenAPI_from_Ferrum","220","Allow","Inbound","TCP","58.120.240.250","*","-","*","18101","-"
"D-NW-RG","D-CHT2-NSG","Allow_WAS_HA","1020","Allow","Inbound","TCP","VirtualNetwork","*","-","*","7730","-"
"D-NW-RG","D-CHT2-NSG","Allow_D-chweb_to_yessign_Outbound","210","Allow","Outbound","*","10.26.1.73","*","-","203.233.91.231","4612","-"
"D-NW-RG","D-CHT3-NSG","Allow_SSH_from_Office","100","Allow","Inbound","TCP","58.120.240.180","*","-","*","22","-"
"D-NW-RG","D-CHT3-NSG","Allow_SSH_from_Office","100","Allow","Inbound","TCP","58.120.240.180","*","-","*","2022","-"
"D-NW-RG","D-CHT3-NSG","Allow_SSH_from_Office","100","Allow","Inbound","TCP","58.120.240.250","*","-","*","22","-"
"D-NW-RG","D-CHT3-NSG","Allow_SSH_from_Office","100","Allow","Inbound","TCP","58.120.240.250","*","-","*","2022","-"
"D-NW-RG","D-CHT3-NSG","DenyInternetOutbound","300","Deny","Outbound","*","VirtualNetwork","*","-","Internet","*","-"
"D-NW-RG","D-CHT3-NSG","AllowMonitorOutbound","200","Allow","Outbound","*","VirtualNetwork","*","-","AzureMonitor","*","-"
"D-NW-RG","D-CHT3-NSG","AllowStorageOutbound","202","Allow","Outbound","*","VirtualNetwork","*","-","Storage.KoreaCentral","*","-"
"D-NW-RG","D-CHT3-NSG","AllowCloudKRCOutbound","204","Allow","Outbound","*","VirtualNetwork","*","-","AzureCloud.KoreaCentral","*","-"
"D-NW-RG","D-CHT3-NSG","Allow_Tibero_from_Ferrum","200","Allow","Inbound","TCP","58.120.240.180","*","-","*","8629-8630","-"
"D-NW-RG","D-CHT3-NSG","Allow_Tibero_from_Ferrum","200","Allow","Inbound","TCP","58.120.240.250","*","-","*","8629-8630","-"
"D-NW-RG","D-DIT2-NSG","Allow_SSH_from_Office","100","Allow","Inbound","TCP","58.120.240.180","*","-","*","22","-"
"D-NW-RG","D-DIT2-NSG","Allow_SSH_from_Office","100","Allow","Inbound","TCP","58.120.240.180","*","-","*","2022","-"
"D-NW-RG","D-DIT2-NSG","Allow_SSH_from_Office","100","Allow","Inbound","TCP","58.120.240.250","*","-","*","22","-"
"D-NW-RG","D-DIT2-NSG","Allow_SSH_from_Office","100","Allow","Inbound","TCP","58.120.240.250","*","-","*","2022","-"
"D-NW-RG","D-DIT2-NSG","DenyInternetOutbound","4000","Deny","Outbound","*","VirtualNetwork","*","-","Internet","*","-"
"D-NW-RG","D-DIT2-NSG","AllowMonitorOutbound","200","Allow","Outbound","*","VirtualNetwork","*","-","AzureMonitor","*","-"
"D-NW-RG","D-DIT2-NSG","AllowStorageOutbound","202","Allow","Outbound","*","VirtualNetwork","*","-","Storage.KoreaCentral","*","-"
"D-NW-RG","D-DIT2-NSG","AllowCloudKRCOutbound","204","Allow","Outbound","*","VirtualNetwork","*","-","AzureCloud.KoreaCentral","*","-"
"D-NW-RG","D-DIT2-NSG","Allow_JEUS_from_Ferrum","210","Allow","Inbound","TCP","58.120.240.180","*","-","*","8081-8082","-"
"D-NW-RG","D-DIT2-NSG","Allow_JEUS_from_Ferrum","210","Allow","Inbound","TCP","58.120.240.180","*","-","*","9900","-"
"D-NW-RG","D-DIT2-NSG","Allow_JEUS_from_Ferrum","210","Allow","Inbound","TCP","58.120.240.180","*","-","*","10000-10040","-"
"D-NW-RG","D-DIT2-NSG","Allow_JEUS_from_Ferrum","210","Allow","Inbound","TCP","58.120.240.180","*","-","*","10061","-"
"D-NW-RG","D-DIT2-NSG","Allow_JEUS_from_Ferrum","210","Allow","Inbound","TCP","58.120.240.250","*","-","*","8081-8082","-"
"D-NW-RG","D-DIT2-NSG","Allow_JEUS_from_Ferrum","210","Allow","Inbound","TCP","58.120.240.250","*","-","*","9900","-"
"D-NW-RG","D-DIT2-NSG","Allow_JEUS_from_Ferrum","210","Allow","Inbound","TCP","58.120.240.250","*","-","*","10000-10040","-"
"D-NW-RG","D-DIT2-NSG","Allow_JEUS_from_Ferrum","210","Allow","Inbound","TCP","58.120.240.250","*","-","*","10061","-"
"D-NW-RG","D-DIT2-NSG","Allow_WebToB_from_Ferrum","200","Allow","Inbound","TCP","58.120.240.180","*","-","*","80","-"
"D-NW-RG","D-DIT2-NSG","Allow_WebToB_from_Ferrum","200","Allow","Inbound","TCP","58.120.240.180","*","-","*","6667","-"
"D-NW-RG","D-DIT2-NSG","Allow_WebToB_from_Ferrum","200","Allow","Inbound","TCP","58.120.240.180","*","-","*","7070-7079","-"
"D-NW-RG","D-DIT2-NSG","Allow_WebToB_from_Ferrum","200","Allow","Inbound","TCP","58.120.240.180","*","-","*","9900","-"
"D-NW-RG","D-DIT2-NSG","Allow_WebToB_from_Ferrum","200","Allow","Inbound","TCP","58.120.240.250","*","-","*","80","-"
"D-NW-RG","D-DIT2-NSG","Allow_WebToB_from_Ferrum","200","Allow","Inbound","TCP","58.120.240.250","*","-","*","6667","-"
"D-NW-RG","D-DIT2-NSG","Allow_WebToB_from_Ferrum","200","Allow","Inbound","TCP","58.120.240.250","*","-","*","7070-7079","-"
"D-NW-RG","D-DIT2-NSG","Allow_WebToB_from_Ferrum","200","Allow","Inbound","TCP","58.120.240.250","*","-","*","9900","-"
"D-NW-RG","D-DIT2-NSG","Allow_Inno_from_Ferrum","220","Allow","Inbound","TCP","58.120.240.180","*","-","*","25802","-"
"D-NW-RG","D-DIT2-NSG","Allow_Inno_from_Ferrum","220","Allow","Inbound","TCP","58.120.240.180","*","-","*","25810","-"
"D-NW-RG","D-DIT2-NSG","Allow_Inno_from_Ferrum","220","Allow","Inbound","TCP","58.120.240.250","*","-","*","25802","-"
"D-NW-RG","D-DIT2-NSG","Allow_Inno_from_Ferrum","220","Allow","Inbound","TCP","58.120.240.250","*","-","*","25810","-"
"D-NW-RG","D-DIT2-NSG","Allow_HTTP_from_Ferrum","230","Allow","Inbound","TCP","58.120.240.180","*","-","*","80","-"
"D-NW-RG","D-DIT2-NSG","Allow_HTTP_from_Ferrum","230","Allow","Inbound","TCP","58.120.240.250","*","-","*","80","-"
"D-NW-RG","D-DIT2-NSG","Allow_AnyLink_from_Ferrum","240","Allow","Inbound","TCP","58.120.240.250","*","-","*","10000","-"
"D-NW-RG","D-DIT2-NSG","Allow_AnyLink_from_Ferrum","240","Allow","Inbound","TCP","58.120.240.250","*","-","*","17127","-"
"D-NW-RG","D-DIT2-NSG","Allow_AnyLink_from_Ferrum","240","Allow","Inbound","TCP","58.120.240.250","*","-","*","20000","-"
"D-NW-RG","D-DIT2-NSG","Allow_AnyLink_from_Ferrum","240","Allow","Inbound","TCP","58.120.240.250","*","-","*","27127","-"
"D-NW-RG","D-DIT2-NSG","Allow_AnyLink_from_Ferrum","240","Allow","Inbound","TCP","58.120.240.250","*","-","*","18808","-"
"D-NW-RG","D-DIT2-NSG","Allow_AnyLink_from_Ferrum","240","Allow","Inbound","TCP","58.120.240.250","*","-","*","28808","-"
"D-NW-RG","D-DIT2-NSG","Allow_AnyLink_from_Ferrum","240","Allow","Inbound","TCP","58.120.240.180","*","-","*","10000","-"
"D-NW-RG","D-DIT2-NSG","Allow_AnyLink_from_Ferrum","240","Allow","Inbound","TCP","58.120.240.180","*","-","*","17127","-"
"D-NW-RG","D-DIT2-NSG","Allow_AnyLink_from_Ferrum","240","Allow","Inbound","TCP","58.120.240.180","*","-","*","20000","-"
"D-NW-RG","D-DIT2-NSG","Allow_AnyLink_from_Ferrum","240","Allow","Inbound","TCP","58.120.240.180","*","-","*","27127","-"
"D-NW-RG","D-DIT2-NSG","Allow_AnyLink_from_Ferrum","240","Allow","Inbound","TCP","58.120.240.180","*","-","*","18808","-"
"D-NW-RG","D-DIT2-NSG","Allow_AnyLink_from_Ferrum","240","Allow","Inbound","TCP","58.120.240.180","*","-","*","28808","-"
"D-NW-RG","D-DIT2-NSG","Allow_Control-M-EM_from_Ferrum","250","Allow","Inbound","TCP","58.120.240.180","*","-","*","13075","-"
"D-NW-RG","D-DIT2-NSG","Allow_Control-M-EM_from_Ferrum","250","Allow","Inbound","TCP","58.120.240.180","*","-","*","17101-17124","-"
"D-NW-RG","D-DIT2-NSG","Allow_Control-M-EM_from_Ferrum","250","Allow","Inbound","TCP","58.120.240.180","*","-","*","18080","-"
"D-NW-RG","D-DIT2-NSG","Allow_Control-M-EM_from_Ferrum","250","Allow","Inbound","TCP","58.120.240.250","*","-","*","13075","-"
"D-NW-RG","D-DIT2-NSG","Allow_Control-M-EM_from_Ferrum","250","Allow","Inbound","TCP","58.120.240.250","*","-","*","17101-17124","-"
"D-NW-RG","D-DIT2-NSG","Allow_Control-M-EM_from_Ferrum","250","Allow","Inbound","TCP","58.120.240.250","*","-","*","18080","-"
"D-NW-RG","D-DIT2-NSG","Allow_Control-M-Server_from_Ferrum","260","Allow","Inbound","TCP","58.120.240.180","*","-","*","12369","-"
"D-NW-RG","D-DIT2-NSG","Allow_Control-M-Server_from_Ferrum","260","Allow","Inbound","TCP","58.120.240.180","*","-","*","12370","-"
"D-NW-RG","D-DIT2-NSG","Allow_Control-M-Server_from_Ferrum","260","Allow","Inbound","TCP","58.120.240.180","*","-","*","15432","-"
"D-NW-RG","D-DIT2-NSG","Allow_Control-M-Server_from_Ferrum","260","Allow","Inbound","TCP","58.120.240.180","*","-","*","16005","-"
"D-NW-RG","D-DIT2-NSG","Allow_Control-M-Server_from_Ferrum","260","Allow","Inbound","TCP","58.120.240.250","*","-","*","12369","-"
"D-NW-RG","D-DIT2-NSG","Allow_Control-M-Server_from_Ferrum","260","Allow","Inbound","TCP","58.120.240.250","*","-","*","12370","-"
"D-NW-RG","D-DIT2-NSG","Allow_Control-M-Server_from_Ferrum","260","Allow","Inbound","TCP","58.120.240.250","*","-","*","15432","-"
"D-NW-RG","D-DIT2-NSG","Allow_Control-M-Server_from_Ferrum","260","Allow","Inbound","TCP","58.120.240.250","*","-","*","16005","-"
"D-NW-RG","D-DIT2-NSG","Allow_SF-1_from_Ferrum","270","Allow","Inbound","TCP","58.120.240.180","*","-","*","7800","-"
"D-NW-RG","D-DIT2-NSG","Allow_SF-1_from_Ferrum","270","Allow","Inbound","TCP","58.120.240.180","*","-","*","7900","-"
"D-NW-RG","D-DIT2-NSG","Allow_SF-1_from_Ferrum","270","Allow","Inbound","TCP","58.120.240.250","*","-","*","7800","-"
"D-NW-RG","D-DIT2-NSG","Allow_SF-1_from_Ferrum","270","Allow","Inbound","TCP","58.120.240.250","*","-","*","7900","-"
"D-NW-RG","D-DIT2-NSG","Allow_Anylink_From_MOU","300","Allow","Inbound","*","192.10.10.16/32","*","-","*","*","-"
"D-NW-RG","D-DIT2-NSG","Allow_Anylink_From_MOU","300","Allow","Inbound","*","203.234.227.191/32","*","-","*","*","-"
"D-NW-RG","D-DIT2-NSG","Allow_Anylink_From_MOU_Outbound","310","Allow","Outbound","*","10.26.2.74","*","-","192.10.10.16/32","*","-"
"D-NW-RG","D-DIT2-NSG","Allow_Anylink_From_MOU_Outbound","310","Allow","Outbound","*","10.26.2.74","*","-","203.234.227.191/32","*","-"
"D-NW-RG","D-DIT3-NSG","Allow_SSH_from_Office","100","Allow","Inbound","TCP","58.120.240.180","*","-","*","22","-"
"D-NW-RG","D-DIT3-NSG","Allow_SSH_from_Office","100","Allow","Inbound","TCP","58.120.240.180","*","-","*","2022","-"
"D-NW-RG","D-DIT3-NSG","Allow_SSH_from_Office","100","Allow","Inbound","TCP","58.120.240.250","*","-","*","22","-"
"D-NW-RG","D-DIT3-NSG","Allow_SSH_from_Office","100","Allow","Inbound","TCP","58.120.240.250","*","-","*","2022","-"
"D-NW-RG","D-DIT3-NSG","DenyInternetOutbound","300","Deny","Outbound","*","VirtualNetwork","*","-","Internet","*","-"
"D-NW-RG","D-DIT3-NSG","AllowMonitorOutbound","200","Allow","Outbound","*","VirtualNetwork","*","-","AzureMonitor","*","-"
"D-NW-RG","D-DIT3-NSG","AllowStorageOutbound","202","Allow","Outbound","*","VirtualNetwork","*","-","Storage.KoreaCentral","*","-"
"D-NW-RG","D-DIT3-NSG","AllowCloudKRCOutbound","204","Allow","Outbound","*","VirtualNetwork","*","-","AzureCloud.KoreaCentral","*","-"
"D-NW-RG","D-DIT3-NSG","Allow_Tibero_from_Ferrum","200","Allow","Inbound","TCP","58.120.240.180","*","-","*","8629-8630","-"
"D-NW-RG","D-DIT3-NSG","Allow_Tibero_from_Ferrum","200","Allow","Inbound","TCP","58.120.240.250","*","-","*","8629-8630","-"
"D-NW-RG","D-IFT1-NSG","Allow_SSH_from_Office","100","Allow","Inbound","TCP","58.120.240.180","*","-","*","22","-"
"D-NW-RG","D-IFT1-NSG","Allow_SSH_from_Office","100","Allow","Inbound","TCP","58.120.240.180","*","-","*","2022","-"
"D-NW-RG","D-IFT1-NSG","Allow_SSH_from_Office","100","Allow","Inbound","TCP","58.120.240.250","*","-","*","22","-"
"D-NW-RG","D-IFT1-NSG","Allow_SSH_from_Office","100","Allow","Inbound","TCP","58.120.240.250","*","-","*","2022","-"
"D-NW-RG","D-IFT1-NSG","DenyInternetOutbound","300","Deny","Outbound","*","VirtualNetwork","*","-","Internet","*","-"
"D-NW-RG","D-IFT1-NSG","AllowMonitorOutbound","200","Allow","Outbound","*","VirtualNetwork","*","-","AzureMonitor","*","-"
"D-NW-RG","D-IFT1-NSG","AllowStorageOutbound","202","Allow","Outbound","*","VirtualNetwork","*","-","Storage","*","-"
"D-NW-RG","D-IFT1-NSG","AllowCloudKRCOutbound","204","Allow","Outbound","*","VirtualNetwork","*","-","AzureCloud.KoreaCentral","*","-"
"D-NW-RG","D-IFT1-NSG","Allow_RDP_from_Ferrum","110","Allow","Inbound","TCP","58.120.240.180","*","-","*","3389","-"
"D-NW-RG","D-IFT1-NSG","Allow_RDP_from_Ferrum","110","Allow","Inbound","TCP","58.120.240.250","*","-","*","3389","-"
"D-NW-RG","D-IFT1-NSG","Allow_DRMMobile_from_Internet","200","Allow","Inbound","TCP","Internet","*","-","10.26.0.71","62000","-"
